ID,Title,Year_of_release,Target_Age,IMDb_rating,Rotten_tomatoes_rating,Netflix,Prime_Video,Disney,Runtime_in_mins,Genre_Crime,Genre_Drama,Genre_Romance,Genre_Action,Genre_Comedy,Genre_Adventure,Genre_Sci_Fi,Genre_Thriller,Genre_Animation,Language_Hindi,Language_English,Language_Other
251,Yes Man,2008,13+,6.8,76,1,0,0,104,0,0,1,0,1,0,0,0,0,0,1,1
252,Murder Mystery,2019,13+,6,76,1,0,0,97,1,0,1,1,1,0,0,0,0,0,1,1
253,Pink,2016,18+,8.1,76,1,0,0,136,1,1,0,0,0,0,0,1,0,1,0,0
254,The Photographer of Mauthausen,2018,18+,6.8,76,1,0,0,110,0,1,0,0,0,0,0,1,0,0,0,1
255,Midnight Run,1988,18+,7.5,76,1,0,0,126,1,0,0,1,1,0,0,1,0,0,1,0
256,Flavors of Youth,2018,13+,6.6,76,1,0,0,74,0,1,1,0,0,0,0,0,1,0,1,1
257,13th,2016,18+,8.2,76,1,0,0,100,1,0,0,0,0,0,0,0,0,0,1,0
258,Ravenous,2017,18+,5.8,76,1,0,0,101,0,0,0,0,1,1,0,0,0,0,1,1
259,Austin Powers: The Spy Who Shagged Me,1999,13+,6.6,76,1,0,0,95,1,0,0,1,1,1,0,0,0,0,1,1
260,The Life of David Gale,2003,18+,7.5,76,1,0,0,130,1,1,0,0,0,0,0,1,0,0,1,1
261,Tramps,2016,18+,6.5,76,1,0,0,82,0,0,1,0,0,1,0,0,0,0,1,1
262,The Girl Next Door,2004,18+,6.7,76,1,0,0,109,0,1,1,0,1,0,0,0,0,0,1,0
263,The Two Popes,2019,13+,7.6,76,1,0,0,125,0,1,0,0,1,0,0,0,0,0,1,1
264,The Wandering Earth,2019,13+,6,76,1,0,0,125,0,0,0,1,0,1,1,1,0,1,1,1
265,Just Another Love Story,2007,18+,7.2,76,1,0,0,100,1,1,0,0,0,0,0,1,0,0,0,1
266,Eye for an Eye,2019,18+,6.6,76,1,0,0,98,0,0,0,0,0,0,0,1,0,0,1,1
267,Patton Oswalt: Annihilation,2017,18+,7.2,76,1,0,0,66,0,0,0,0,1,0,0,0,0,0,1,0
268,Joan Didion: The Center Will Not Hold,2017,18+,7.5,76,1,0,0,94,0,0,0,0,0,0,0,0,0,0,1,0
269,Steve Jobs,2015,18+,7.2,76,1,0,0,122,0,1,0,0,0,0,0,0,0,0,1,0
270,White Fang,2018,7+,7,76,1,0,1,107,0,1,0,0,0,1,0,0,0,0,1,0
271,A Monster Calls,2016,13+,7.5,76,1,0,0,108,0,1,0,0,0,1,0,0,0,0,1,0
272,Olympus Has Fallen,2013,18+,6.5,76,1,0,0,119,0,0,0,1,0,0,0,1,0,0,1,1
273,Talladega Nights: The Ballad of Ricky Bobby,2006,13+,6.6,76,1,0,0,108,0,0,0,0,1,0,0,0,0,0,1,1
274,The Time Traveler's Wife,2009,13+,7.1,76,1,0,0,107,0,1,1,0,1,0,1,0,0,0,1,1
275,State of Play,2009,13+,7.1,76,1,0,0,127,1,1,0,0,0,0,0,1,0,0,1,1
276,The Outlaw Josey Wales,1976,7+,7.8,76,1,0,0,135,0,0,0,0,0,0,0,0,0,0,1,1
277,The Bank Job,2008,18+,7.2,76,1,0,0,111,1,1,0,0,0,0,0,1,0,0,1,1
278,Miss Sloane,2016,18+,7.5,76,1,0,0,132,0,1,0,0,0,0,0,0,0,0,1,0
279,Unknown,2011,13+,6.8,75,1,0,0,113,0,0,0,1,0,0,0,1,0,0,1,1
280,6 Underground,2019,18+,6.1,75,1,0,0,128,0,0,0,1,0,0,0,1,0,0,1,1
281,Uncorked,2020,13+,6.3,75,1,0,0,104,0,1,0,0,0,0,0,0,0,0,1,1
282,Petta,2019,18+,7.3,75,1,0,0,171,0,1,0,1,0,0,0,0,0,0,0,1
283,Justin Timberlake + The Tennessee Kids,2016,18+,7.7,75,1,0,0,90,0,0,0,0,0,0,0,0,0,0,1,0
284,My Fair Lady,1964,all,7.8,75,1,0,0,170,0,1,1,0,0,0,0,0,0,0,1,0
285,"Bikram: Yogi, Guru, Predator",2019,18+,6.7,75,1,0,0,86,1,0,0,0,0,0,0,0,0,0,1,0
286,A Futile and Stupid Gesture,2018,18+,6.8,75,1,0,0,101,0,0,0,0,1,0,0,0,0,0,1,0
287,The Dig,2021,13+,7.1,75,1,0,0,112,0,1,0,0,0,0,0,0,0,0,1,0
288,Legally Blonde,2001,13+,6.3,75,1,0,0,96,0,0,1,0,1,0,0,0,0,0,1,0
289,Legend,2015,18+,6.9,75,1,0,0,132,1,1,0,0,0,0,0,1,0,0,1,0
290,Notes on Blindness,2016,18+,7.1,75,1,0,0,90,0,1,0,0,0,0,0,0,0,0,1,0
291,When We First Met,2018,16+,6.4,75,1,0,0,97,0,0,1,0,1,0,0,0,0,0,1,1
292,Best Worst Thing That Ever Could Have Happened...,2016,18+,7.5,75,1,0,0,95,0,0,0,0,0,0,0,0,0,0,1,0
293,Imperial Dreams,2014,18+,6.7,75,1,0,0,87,0,1,0,0,0,0,0,0,0,0,1,0
294,Black Mirror: Bandersnatch,2018,18+,7.1,75,1,0,0,90,0,1,0,0,0,0,1,1,0,0,1,0
295,Queen,2013,13+,8.2,75,1,0,0,146,0,1,0,0,1,1,0,0,0,1,1,1
296,Joshua: Teenager vs. Superpower,2017,16+,7.1,75,1,0,0,79,0,0,0,0,0,0,0,0,0,0,1,1
297,Air Force One,1997,18+,6.5,75,1,0,0,124,0,1,0,1,0,0,0,1,0,0,1,1
298,Shot Caller,2017,18+,7.3,75,1,0,0,121,1,1,0,0,0,0,0,1,0,0,1,0
299,What Dreams May Come,1998,13+,7,75,1,0,0,113,0,1,1,0,0,0,0,0,0,0,1,0
300,Angel Has Fallen,2019,18+,6.4,75,1,0,0,121,0,0,0,1,0,0,0,1,0,0,1,0
301,Crimson Peak,2015,18+,6.5,75,1,0,0,119,0,1,0,0,0,0,0,1,0,0,1,0
302,Lemony Snicket's A Series of Unfortunate Events,2004,7+,6.8,75,1,0,0,50,0,1,0,0,1,1,0,0,0,0,1,0
303,The Red Sea Diving Resort,2019,18+,6.6,75,1,0,0,129,0,1,0,0,0,0,0,1,0,0,1,1
304,The Angel,2018,18+,6.6,75,1,0,0,114,0,1,0,0,0,0,0,1,0,0,1,1
305,Army of the Dead,2021,18+,5.8,75,1,0,0,148,1,0,0,1,0,0,1,1,0,0,1,1
306,Madagascar 3: Europe's Most Wanted,2012,7+,6.8,75,1,0,0,95,0,0,0,0,1,1,0,0,1,0,1,1
307,Icarus,2017,18+,7.9,75,1,0,0,120,0,0,0,0,0,0,0,0,0,0,1,1
308,Collateral Beauty,2016,13+,6.8,75,1,0,0,97,0,1,1,0,0,0,0,0,0,0,1,0
309,The Danish Girl,2015,18+,7.1,75,1,0,0,119,0,1,1,0,0,0,0,0,0,0,1,1
310,Green Zone,2010,18+,6.8,75,1,1,0,115,0,1,0,1,0,0,0,1,0,0,1,1
311,John Mulaney: New in Town,2012,18+,8.3,75,1,0,0,60,0,0,0,0,1,0,0,0,0,0,1,0
312,Strong Island,2017,18+,6.4,75,1,0,0,107,1,0,0,0,0,0,0,0,0,0,1,0
313,The White Tiger,2021,18+,7.1,75,1,0,0,125,1,1,0,0,0,0,0,0,0,1,1,0
314,Defiance,2008,18+,7.2,75,1,0,0,43,0,1,0,1,0,0,1,0,0,0,1,1
315,A Fortunate Man,2018,16+,7.2,75,1,0,0,162,0,1,0,0,0,0,0,0,0,0,0,1
316,The Death of Stalin,2017,18+,7.2,75,1,0,0,107,0,1,0,0,1,0,0,0,0,0,1,0
317,2012,2009,13+,5.8,75,1,0,0,158,0,0,0,1,0,1,1,0,0,1,1,1
318,Underworld: Awakening,2012,18+,6.3,74,1,0,0,88,0,0,0,1,0,0,1,0,0,0,1,1
319,Philomena,2013,13+,7.6,74,1,0,0,98,0,1,0,0,1,0,0,0,0,0,1,0
320,Sanju,2018,18+,7.7,74,1,0,0,155,0,1,0,0,1,0,0,0,0,1,0,0
321,Nappily Ever After,2018,18+,6.4,74,1,0,0,98,0,1,1,0,1,0,0,0,0,0,1,0
322,I Care a Lot,2021,18+,6.3,74,1,0,0,118,1,0,0,0,1,0,0,1,0,0,1,0
323,The Butler,2013,13+,7.2,74,1,0,0,132,0,1,0,0,0,0,0,0,0,0,1,0
324,Qarib Qarib Singlle,2017,18+,7.1,74,1,0,0,125,0,0,1,0,1,0,0,0,0,1,0,0
325,A Single Man,2009,18+,7.5,74,1,0,0,99,0,1,1,0,0,0,0,0,0,0,1,1
326,Home,2015,7+,6.6,74,1,1,0,94,0,0,0,0,1,1,1,0,1,0,1,1
327,Zack and Miri Make a Porno,2008,18+,6.5,74,1,1,0,101,0,0,1,0,1,0,0,0,0,0,1,0
328,Seeing Allred,2018,16+,7,74,1,0,0,96,0,0,0,0,0,0,0,0,0,0,1,0
329,Dostana,2008,13+,6.5,74,1,0,0,145,0,1,1,0,1,0,0,0,0,1,1,0
330,Remember Me,2010,13+,7.1,74,1,0,0,105,0,1,0,0,0,1,0,0,1,0,1,1
331,Underworld: Rise of the Lycans,2009,18+,6.6,74,1,0,0,92,0,0,0,1,0,0,0,1,0,0,1,0
332,The Lovely Bones,2009,13+,6.7,74,1,0,0,135,0,1,0,0,0,0,0,1,0,0,1,0
333,Madagascar: Escape 2 Africa,2008,7+,6.6,74,1,0,0,89,0,0,0,0,1,1,0,0,1,0,1,1
334,No Strings Attached,2011,18+,6.2,74,1,1,0,108,0,0,1,0,1,0,0,0,0,0,1,1
335,Heroin(e),2017,18+,6.8,74,1,0,0,39,0,0,0,0,0,0,0,0,0,0,1,0
336,A Ghost Story,2017,18+,6.9,74,1,0,0,92,0,1,1,0,0,0,0,0,0,0,1,1
337,Safety Not Guaranteed,2012,18+,7,74,1,0,0,86,0,1,1,0,1,0,0,0,0,0,1,0
338,Game Over,2019,13+,7.1,74,1,0,0,96,0,1,1,0,1,1,0,0,0,0,1,1
339,Peppermint,2018,18+,6.5,74,1,0,0,101,1,1,0,1,0,0,0,1,0,0,1,1
340,Have a Good Trip: Adventures in Psychedelics,2020,18+,6.8,74,1,0,0,85,0,0,0,0,1,0,0,0,0,0,1,0
341,Beasts of No Nation,2015,18+,7.7,74,1,0,0,137,0,1,0,0,0,0,0,0,0,0,1,1
342,Extinction,2018,18+,5.8,74,1,0,0,95,0,1,0,1,0,0,1,1,0,0,1,0
343,Nobody Knows I'm Here,2020,18+,6.5,74,1,0,0,91,0,1,0,0,0,0,0,0,0,0,1,1
344,ARQ,2016,18+,6.4,74,1,0,0,88,0,0,0,1,0,0,1,1,0,0,1,0
345,Ali's Wedding,2017,18+,6.9,74,1,0,0,110,0,1,1,0,1,0,0,0,0,0,1,1
346,Bo Burnham: Make Happy,2016,18+,8.4,74,1,0,0,60,0,0,0,0,1,0,0,0,0,0,1,0
347,Mank,2020,18+,6.9,74,1,0,0,131,0,1,0,0,1,0,0,0,0,0,1,1
348,"Extremely Wicked, Shockingly Evil and Vile",2019,18+,6.7,74,1,0,0,110,1,1,0,0,0,0,0,1,0,0,1,0
349,Due Date,2010,18+,6.5,74,1,0,0,95,0,1,0,0,1,0,0,0,0,0,1,1
350,Between Two Ferns: The Movie,2019,18+,6.1,74,1,0,0,82,0,0,0,0,1,0,0,0,0,0,1,0
351,Ip Man 2,2010,18+,7.5,74,1,0,0,108,0,1,0,1,0,0,0,0,0,0,1,1
352,Mirage,2018,18+,7.4,74,1,0,0,128,0,1,1,0,0,0,0,1,0,0,0,1
353,Puss in Boots,2011,7+,6.6,74,1,0,0,90,0,0,0,0,1,1,0,0,1,0,1,1
354,Austin Powers in Goldmember,2002,13+,6.2,74,1,0,0,94,1,0,0,1,1,1,0,0,0,0,1,1
355,The Kissing Booth,2018,16+,6,73,1,0,0,105,0,0,1,0,1,0,0,0,0,0,1,0
356,Hush,2016,18+,6.6,73,1,0,0,82,0,0,0,0,0,0,0,1,0,0,1,1
357,Lost Bullet,2020,18+,6.2,73,1,0,0,92,1,0,0,1,0,0,0,1,0,0,0,1
358,Dil Chahta Hai,2001,all,8.1,73,1,0,0,183,0,1,1,0,1,0,0,0,0,1,0,0
359,Election,1999,18+,7.2,73,1,1,0,103,0,1,1,0,1,0,0,0,0,0,1,1
360,Soni,2019,18+,7.1,73,1,0,0,110,1,1,0,0,0,0,0,0,0,0,1,0
361,Bāhubali: The Beginning,2015,13+,8,73,1,0,0,159,0,1,0,1,0,0,0,0,0,0,0,1
362,Killing Them Softly,2012,18+,6.2,73,1,0,0,97,1,1,0,0,0,0,0,1,0,0,1,0
363,Swordfish,2001,18+,6.5,73,1,0,0,99,1,0,0,1,0,0,0,1,0,0,1,1
364,Wish Dragon,2021,7+,7.2,73,1,0,0,98,0,0,0,0,1,1,0,0,1,0,1,0
365,Raees,2017,18+,6.8,73,1,0,0,143,1,1,0,1,0,0,0,0,0,1,0,0
366,Let It Snow,2019,13+,5.8,73,1,0,0,92,0,0,1,0,1,0,0,0,0,0,1,0
367,The Babysitter: Killer Queen,2020,18+,5.8,73,1,0,0,101,0,0,0,0,1,0,0,0,0,0,1,0
368,Hardcore Henry,2015,18+,6.7,73,1,0,0,96,0,0,0,1,0,1,1,1,0,0,1,1
369,Tig Notaro: Happy To Be Here,2018,16+,6.7,73,1,0,0,58,0,0,0,0,1,0,0,0,0,0,1,0
370,Spelling the Dream,2020,all,6.9,73,1,0,0,82,0,0,0,0,0,0,0,0,0,0,1,0
371,Knock Down the House,2019,7+,7.1,73,1,0,0,87,0,0,0,0,0,0,0,0,0,0,1,0
372,Resident Evil: Extinction,2007,18+,6.2,73,1,0,0,94,0,0,0,1,0,0,1,0,0,0,1,0
373,Polar,2019,18+,6.3,73,1,0,0,118,1,1,0,1,0,0,0,1,0,0,1,1
374,Saving Capitalism,2017,7+,6.8,73,1,0,0,73,0,0,0,0,0,0,0,0,0,0,1,0
375,The Untold Tales of Armistead Maupin,2017,18+,7.3,73,1,0,0,91,0,0,0,0,0,0,0,0,0,0,1,0
376,The Mitchells vs. The Machines,2021,7+,7.7,73,1,0,0,138,0,0,0,0,1,0,0,0,0,0,1,0
377,Spenser Confidential,2020,18+,6.2,73,1,0,0,111,1,1,0,1,1,0,0,1,0,1,1,0
378,Psychokinesis,2018,18+,5.9,73,1,0,0,101,0,0,0,1,1,0,0,0,0,0,0,1
379,Monsters vs Aliens,2009,7+,6.4,73,1,0,0,95,0,0,0,0,1,0,0,0,0,0,1,0
380,Twilight,2008,13+,5.2,73,1,1,0,122,0,1,1,0,0,0,0,0,0,0,1,0
381,Self/less,2015,13+,6.5,73,1,0,0,117,0,0,0,1,0,0,1,1,0,0,1,0
382,The Highwaymen,2019,18+,6.9,73,1,0,0,132,1,1,0,0,0,0,0,1,0,0,1,1
383,ParaNorman,2012,7+,7,73,1,0,0,92,0,0,0,0,1,1,0,0,1,0,1,0
384,Holidate,2020,18+,6.1,73,1,0,0,104,0,0,1,0,1,0,0,0,0,0,1,1
385,Fear Street Part Two: 1978,2021,18+,6.8,73,1,0,0,109,0,1,0,0,0,0,0,0,0,0,1,0
386,Pee-wee's Big Holiday,2016,7+,6.1,73,1,0,0,90,0,0,0,0,1,0,0,0,0,0,1,1
387,Gunpowder Milkshake,2021,18+,6,73,1,0,0,114,0,0,0,1,0,1,0,1,0,0,1,1
388,"Michael Bolton's Big, Sexy Valentine's Day Special",2017,18+,6.7,73,1,0,0,54,0,0,1,0,1,0,0,0,0,0,1,0
389,I Am Not Your Negro,2017,18+,7.9,73,1,0,0,93,0,0,0,0,0,0,0,0,0,0,1,1
390,Midnight Special,2016,13+,6.6,73,1,0,0,112,0,1,0,0,0,0,1,1,0,0,1,0
391,Layla M.,2016,18+,6.7,73,1,0,0,98,0,1,0,0,0,0,0,0,0,0,1,1
392,Homefront,2013,18+,6.5,73,1,0,0,100,1,0,0,1,0,0,0,1,0,0,1,0
393,The Squid and the Whale,2005,18+,7.3,73,1,0,0,81,0,1,0,0,1,0,0,0,0,0,1,0
394,Comedian,2002,18+,6.9,73,1,0,0,82,0,0,0,0,1,0,0,0,0,0,1,0
395,No Escape,2015,18+,6.8,73,1,0,0,103,0,0,0,1,0,0,0,1,0,0,1,1
396,Mercury 13,2018,18+,6.9,73,1,0,0,78,0,0,0,0,0,0,0,0,0,0,1,0
397,The Professor and the Madman,2019,18+,7.3,73,1,0,0,124,0,1,0,0,0,0,0,0,0,0,1,0
398,Asperger's Are Us,2016,18+,6.7,73,1,0,0,82,0,1,0,0,1,0,0,0,0,0,1,0
399,The Garden of Words,2013,13+,7.5,73,1,0,0,46,0,1,1,0,0,0,0,0,1,0,1,1
400,Fractured,2019,18+,6.4,73,1,1,0,99,0,0,0,0,0,0,0,1,0,0,1,0
401,The Queen,2006,13+,7.3,73,1,0,0,103,0,1,0,0,0,0,0,0,0,0,1,1
402,The Whole Nine Yards,2000,18+,6.7,72,1,0,0,98,1,0,0,0,1,0,0,0,0,0,1,1
403,E-Team,2014,18+,7.1,72,1,0,0,88,0,0,0,0,0,0,0,0,0,0,1,1
404,The Discovery,2017,18+,6.3,72,1,0,0,102,0,1,1,0,0,0,1,1,0,0,1,0
405,The Strangers,2008,18+,6.2,72,1,0,0,86,0,0,0,0,0,0,0,1,0,0,1,0
406,Penguins of Madagascar,2014,7+,6.7,72,1,0,0,92,0,0,0,0,1,1,1,0,1,0,1,1
407,She's Out of My League,2010,18+,6.4,72,1,1,0,104,0,0,1,0,1,0,0,0,0,0,1,1
408,Voyeur,2017,18+,6.2,72,1,0,0,98,0,1,1,0,0,0,0,0,0,0,1,1
409,It Comes at Night,2017,18+,6.2,72,1,0,0,91,0,0,0,0,0,0,1,0,0,0,1,0
410,The Manchurian Candidate,2004,18+,6.6,72,1,1,0,129,0,1,0,0,0,0,1,1,0,0,1,0
411,Bon Cop Bad Cop 2,2017,18+,6.7,72,1,0,0,126,1,0,0,1,1,0,0,0,0,0,1,1
412,Hot Rod,2007,13+,6.7,72,1,1,0,88,0,0,0,0,1,0,0,0,0,0,1,0
413,The BFG,2016,7+,6.4,72,1,0,0,117,0,0,0,0,0,1,0,0,0,1,1,0
414,Sunday's Illness,2018,13+,6.9,72,1,0,0,113,0,1,0,0,0,0,0,0,0,0,0,1
415,The Lorax,2012,7+,6.4,72,1,0,0,86,0,1,0,0,1,1,0,0,1,0,1,0
416,Win It All,2017,18+,6.2,72,1,0,0,88,0,0,0,0,1,0,0,0,0,0,1,0
417,Mile 22,2018,18+,6.1,72,1,0,0,94,0,0,0,1,0,0,0,1,0,0,1,1
418,Tenacious D in The Pick of Destiny,2006,18+,6.8,72,1,0,0,93,0,0,0,0,1,1,0,0,0,0,1,0
419,The Sum of All Fears,2002,13+,6.4,72,1,0,0,124,0,1,0,1,0,0,0,1,0,0,1,1
420,G.O.R.A.,2004,13+,8,72,1,0,0,127,0,0,0,0,1,1,1,0,0,0,1,1
421,The Perfect Date,2019,16+,5.8,72,1,0,0,89,0,0,1,0,1,0,0,0,0,0,1,0
422,Code 8,2019,18+,6.1,72,1,0,0,98,1,1,0,1,0,0,1,1,0,0,1,0
423,Cowspiracy: The Sustainability Secret,2014,18+,8.2,72,1,0,0,90,0,0,0,0,0,0,0,0,0,0,1,0
424,Life As We Know It,2010,13+,6.5,72,1,0,0,115,0,1,1,0,1,0,0,0,0,0,1,0
425,American Assassin,2017,18+,6.2,72,1,0,0,111,0,0,0,1,0,0,0,1,0,0,1,1
426,August: Osage County,2013,18+,7.2,72,1,0,0,121,0,1,0,0,1,0,0,0,0,0,1,0
427,Kuch Kuch Hota Hai,1998,all,7.6,72,1,0,0,177,0,1,1,0,1,0,0,0,0,1,0,0
428,Who Am I,2014,18+,7.5,72,1,0,0,102,1,1,0,0,0,0,1,1,0,0,1,1
429,Free State of Jones,2016,18+,6.9,72,1,0,0,139,0,1,0,1,0,0,0,0,0,0,1,0
430,Beast Stalker,2008,18+,6.8,72,1,0,0,109,0,0,0,1,0,0,0,1,0,0,0,1
431,Dark Skies,2013,16+,6.3,72,1,0,0,86,0,0,0,1,1,1,1,1,0,0,1,0
432,Safe Haven,2013,13+,6.7,72,1,0,0,115,0,1,1,0,0,0,0,1,0,0,1,1
433,Bāhubali 2: The Conclusion,2017,7+,8.2,72,1,0,0,167,0,1,0,1,0,0,0,0,0,1,0,1
434,Outlaw King,2018,18+,6.9,72,1,0,0,121,0,1,0,1,0,0,0,0,0,0,1,1
435,Cloudy with a Chance of Meatballs 2,2013,7+,6.4,72,1,0,0,95,0,0,0,0,1,1,1,0,1,0,1,1
436,Turbo,2013,7+,6.4,72,1,0,0,96,0,0,0,0,1,1,1,0,1,0,1,0
437,G.I. Joe: The Rise of Cobra,2009,13+,5.8,72,1,0,0,118,0,0,0,1,0,1,1,1,0,0,1,1
438,Horns,2013,18+,6.5,72,1,0,0,120,1,1,0,0,1,0,0,1,0,0,1,0
439,Drishyam,2015,18+,8.2,72,1,0,0,163,1,1,0,0,0,0,0,1,0,1,1,0
440,Triple Frontier,2019,18+,6.4,72,1,0,0,125,1,0,0,1,0,1,0,1,0,0,1,1
441,"Hail, Caesar!",2016,13+,6.3,72,1,0,0,106,0,1,0,0,1,0,0,0,0,0,1,0
442,The Ice Road,2021,13+,5.6,72,1,0,0,109,0,1,0,1,0,1,0,1,0,0,1,0
443,Monster House,2006,7+,6.6,72,1,0,0,91,0,0,0,0,1,0,0,0,1,0,1,0
444,Freaks,2019,18+,6.7,72,1,0,0,105,0,1,0,0,0,0,1,1,0,0,1,0
445,Felon,2008,18+,7.4,72,1,0,0,104,0,0,0,0,0,0,0,1,0,0,1,0
446,Horse Girl,2020,18+,6,72,1,0,0,103,0,1,0,0,0,0,0,1,0,0,1,0
447,A Christmas Prince,2017,7+,5.8,72,1,1,0,92,0,0,1,0,1,0,0,0,0,0,1,0
448,Hillbilly Elegy,2020,18+,6.7,72,1,0,0,116,0,1,0,0,0,0,0,0,0,0,1,0
449,American Ultra,2015,18+,6.1,72,1,0,0,96,0,0,0,1,1,0,0,0,0,0,1,1
450,First Match,2018,18+,6.4,72,1,0,0,102,0,1,0,0,0,0,0,0,0,0,1,0
451,The Pelican Brief,1993,13+,6.6,72,1,0,0,141,1,1,0,0,0,0,0,1,0,0,1,0
452,The Tourist,2010,13+,6,72,1,0,0,103,0,0,0,1,0,0,0,1,0,0,1,1
453,The Dawn Wall,2017,16+,8.1,72,1,0,0,100,0,0,0,0,0,0,0,0,0,0,1,0
454,I'm Thinking of Ending Things,2020,18+,6.6,71,1,0,0,134,0,1,0,0,0,0,0,1,0,0,1,1
455,Shutter,2004,18+,7.1,71,1,0,0,97,0,0,0,0,0,0,0,1,0,0,0,1
456,Surf's Up,2007,7+,6.7,71,1,1,0,85,0,0,0,0,1,0,0,0,1,0,1,0
457,The Twilight Saga: Breaking Dawn - Part 2,2012,13+,5.5,71,1,0,0,115,0,1,1,0,0,1,0,0,0,0,1,0
458,Jagga Jasoos,2017,7+,6.5,71,1,0,0,161,0,0,0,1,1,1,0,0,0,1,0,0
459,The Burial of Kojo,2018,18+,6.5,71,1,0,0,80,0,1,0,0,0,0,0,1,0,0,1,1
460,My Best Friend's Wedding,1997,13+,6.3,71,1,0,0,105,0,1,1,0,1,0,0,0,0,0,1,1
461,Bee Movie,2007,7+,6.1,71,1,0,0,91,0,0,0,0,1,1,0,0,1,0,1,0
462,Seoul Searching,2015,18+,7,71,1,0,0,105,0,1,1,0,1,0,0,0,0,0,1,1
463,Before I Fall,2017,13+,6.5,71,1,0,0,98,0,1,0,0,0,0,0,0,0,0,1,0
464,The Babysitter,2017,18+,6.3,71,1,0,0,85,0,0,0,0,1,0,0,0,0,0,1,0
465,After,2019,13+,5.3,71,1,0,0,105,0,1,1,0,0,0,0,0,0,0,1,0
466,"As Above, So Below",2014,18+,6.2,71,1,0,0,93,0,0,0,0,0,0,0,1,0,0,1,1
467,Bo Burnham: What.,2013,18+,8.4,71,1,0,0,60,0,0,0,0,1,0,0,0,0,0,1,0
468,Stree,2018,18+,7.6,71,1,1,0,128,0,0,0,0,1,0,0,0,0,1,0,0
469,Velvet Buzzsaw,2019,18+,5.7,71,1,0,0,113,0,0,0,0,0,0,0,1,0,0,1,1
470,Savages,2012,18+,6.5,71,1,0,0,131,1,0,0,0,0,0,0,1,0,0,1,1
471,Jupiter Ascending,2015,13+,5.3,71,1,0,0,127,0,0,0,1,0,1,1,0,0,0,1,1
472,Spectral,2016,13+,6.3,71,1,0,0,107,0,0,0,1,0,1,1,0,0,0,1,1
473,Resident Evil: Afterlife,2010,18+,5.8,71,1,0,0,96,0,0,0,1,0,1,1,0,0,0,1,1
474,Accepted,2006,13+,6.4,71,1,0,0,93,0,0,0,0,1,0,0,0,0,0,1,0
475,"Live Twice, Love Once",2019,18+,7.2,71,1,0,0,101,0,1,0,0,1,0,0,0,0,0,0,1
476,Iliza Shlesinger: Elder Millennial,2018,18+,7.2,71,1,0,0,72,0,0,0,0,1,0,0,0,0,0,1,0
477,Zindagi Na Milegi Dobara,2011,7+,8.2,71,1,0,0,155,0,1,0,0,1,0,0,0,0,1,1,1
478,Free Fire,2017,18+,6.4,71,1,0,0,91,1,0,0,1,1,0,0,1,0,0,1,0
479,Soorma,2018,13+,7.4,71,1,0,0,131,0,1,0,0,0,0,0,0,0,1,0,0
480,The Zookeeper's Wife,2017,13+,7,71,1,0,0,127,0,1,0,0,0,0,0,0,0,0,1,1
481,Time Share,2018,18+,6,71,1,0,0,96,0,1,0,0,0,0,0,1,0,0,1,1
482,The Outpost,2019,18+,6.8,71,1,0,0,44,0,1,0,1,0,1,0,0,0,0,1,0
483,Kabir Singh,2019,18+,7.1,71,1,0,0,173,0,1,1,1,0,0,0,0,0,1,0,0
484,Homecoming: A Film by Beyoncé,2019,13+,7.5,71,1,0,0,137,0,0,0,0,0,0,0,0,0,0,1,0
485,Jerry Seinfeld: 23 Hours to Kill,2020,7+,6.7,71,1,0,0,60,0,0,0,0,1,0,0,0,0,0,1,0
486,Ip Man 4: The Finale,2019,16+,7,71,1,0,0,107,0,1,0,1,0,0,0,0,0,0,1,1
487,The Laundromat,2019,18+,6.3,71,1,0,0,95,1,1,0,0,1,0,0,0,0,0,1,1
488,The 12th Man,2017,18+,7.4,71,1,0,0,135,0,1,0,0,0,0,0,1,0,0,1,1
489,Bad Trip,2020,18+,6.6,71,1,0,0,86,0,0,0,0,1,0,0,0,0,0,1,0
490,Mr. Peabody & Sherman,2014,7+,6.8,71,1,0,0,92,0,0,0,0,1,1,1,0,1,0,1,0
491,Ip Man 3,2015,13+,7.1,71,1,0,0,105,0,1,0,1,0,0,0,0,0,0,1,1
492,Rang De Basanti,2006,13+,8.1,71,1,0,0,167,1,1,0,0,1,0,0,0,0,1,0,0
493,The Midnight Sky,2020,13+,5.6,71,1,0,0,118,0,1,0,0,0,0,1,1,0,0,1,0
494,Mr. Right,2016,18+,6.4,71,1,0,0,95,0,0,1,1,1,0,0,0,0,0,1,0
495,White Christmas,1954,18+,7.6,71,1,0,0,120,0,0,1,0,1,0,0,0,0,0,1,0
496,Synchronic,2020,18+,6.2,71,1,0,0,102,0,1,0,0,0,0,1,1,0,0,1,0
497,Adrift,2018,13+,6.6,70,1,0,0,96,0,1,1,1,0,1,0,1,0,0,1,1
498,The Game Changers,2019,18+,7.9,70,1,0,0,86,0,0,0,0,0,0,0,0,0,0,1,0
499,Michelle Wolf: Joke Show,2019,18+,7.2,70,1,0,0,59,0,0,0,0,1,0,0,0,0,0,1,0
500,Da 5 Bloods,2020,18+,6.5,70,1,0,0,154,0,1,0,0,0,1,0,0,0,0,1,1
501,The American,2010,18+,6.3,70,1,1,0,105,1,1,0,0,0,0,0,1,0,0,1,1
